              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     397.349      36.014      22.144      47.993
     399.352      35.973      22.171      47.992
     401.362      35.943      22.198      47.991
     403.366      35.904      22.225      47.990
     405.369      35.865      22.252      47.989
     407.380      35.826      22.279      47.988
     409.383      35.800      22.305      47.987
     411.386      35.763      22.332      47.986
     413.397      35.727      22.359      47.985
     415.401      35.691      22.386      47.984
     417.405      35.645      22.413      47.983
     419.408      35.611      22.440      47.982
     421.420      35.578      22.466      47.981
     423.423      35.545      22.493      47.980
     425.428      35.502      22.520      47.979
      -3.730      45.308      16.766      48.075
      -1.725      45.270      16.793      48.075
       0.280      45.232      16.819      48.075
       2.284      45.195      16.846      48.075
       4.289      45.159      16.873      48.076
       6.301      45.123      16.900      48.076
       8.306      45.089      16.927      48.076
      10.310      45.043      16.954      48.076
      12.315      45.010      16.981      48.077
      14.319      44.977      17.008      48.077
      16.323      44.934      17.035      48.077
      18.328      44.903      17.062      48.078
      20.340      44.861      17.089      48.078
      22.345      44.831      17.116      48.078
      24.349      44.791      17.142      48.078
      26.353      44.751      17.169      48.078
      28.357      44.713      17.196      48.079
      30.362      44.685      17.223      48.079
      32.374      44.648      17.250      48.079
      34.378      44.611      17.277      48.079
      36.383      44.575      17.304      48.080
      38.386      44.529      17.331      48.080
      40.391      44.494      17.358      48.080
      42.395      44.460      17.385      48.080
      44.407      44.427      17.412      48.080
      46.411      44.383      17.439      48.080
      48.415      44.352      17.465      48.081
      50.419      44.310      17.492      48.081
      52.424      44.279      17.519      48.081
      54.428      44.239      17.546      48.081
      56.439      44.198      17.573      48.081
      58.444      44.170      17.600      48.081
      60.448      44.132      17.627      48.081
      62.452      44.094      17.654      48.082
      64.456      44.057      17.681      48.082
      66.468      44.020      17.708      48.082
      68.472      43.984      17.735      48.082
      70.476      43.949      17.762      48.082
      72.480      43.915      17.788      48.082
      74.484      43.870      17.815      48.082
      76.496      43.837      17.842      48.082
      78.500      43.805      17.869      48.082
      80.504      43.762      17.896      48.082
      82.508      43.731      17.923      48.082
      84.512      43.690      17.950      48.082
      86.523      43.649      17.977      48.082
      88.528      43.621      18.004      48.082
      90.532      43.582      18.031      48.082
      92.536      43.544      18.058      48.082
      94.540      43.506      18.085      48.082
      96.551      43.469      18.112      48.082
      98.556      43.433      18.139      48.082
     100.560      43.397      18.165      48.082
     102.564      43.362      18.192      48.082
     104.568      43.328      18.219      48.082
     106.579      43.283      18.246      48.082
     108.583      43.250      18.273      48.082
     110.587      43.218      18.300      48.082
     112.592      43.176      18.327      48.082
     114.596      43.146      18.354      48.082
     116.607      43.105      18.381      48.082
     118.611      43.064      18.408      48.082
     120.616      43.036      18.435      48.082
     122.620      42.997      18.462      48.082
     124.624      42.959      18.488      48.082
     126.635      42.921      18.515      48.082
     128.639      42.885      18.542      48.082
     130.644      42.849      18.569      48.082
     132.648      42.814      18.596      48.081
     134.652      42.779      18.623      48.081
     136.663      42.734      18.650      48.081
     138.668      42.701      18.677      48.081
     140.672      42.668      18.704      48.081
     142.676      42.625      18.731      48.081
     144.680      42.594      18.758      48.081
     146.692      42.553      18.785      48.080
     148.696      42.523      18.812      48.080
     150.700      42.483      18.838      48.080
     152.705      42.444      18.865      48.080
     154.709      42.405      18.892      48.080
     156.713      42.379      18.919      48.080
     158.725      42.341      18.946      48.079
     160.729      42.305      18.973      48.079
     162.734      42.269      19.000      48.079
     164.738      42.223      19.027      48.079
     166.742      42.188      19.054      48.078
     168.747      42.155      19.081      48.078
     170.759      42.122      19.108      48.078
     172.763      42.078      19.135      48.078
     174.767      42.047      19.161      48.078
     176.772      42.005      19.188      48.077
     178.776      41.975      19.215      48.077
     180.781      41.934      19.242      48.077
     182.785      41.895      19.269      48.076
     184.797      41.867      19.296      48.076
     186.802      41.828      19.323      48.076
     188.807      41.790      19.350      48.076
     190.811      41.754      19.377      48.075
     192.816      41.717      19.404      48.075
     194.821      41.682      19.431      48.075
     196.825      41.647      19.457      48.075
     198.830      41.602      19.484      48.074
     200.842      41.568      19.511      48.074
     202.847      41.536      19.538      48.074
     204.852      41.492      19.565      48.073
     206.856      41.461      19.592      48.073
     208.861      41.419      19.619      48.072
     210.866      41.390      19.646      48.072
     212.871      41.349      19.673      48.072
     214.876      41.310      19.700      48.071
     216.881      41.282      19.726      48.071
     218.886      41.244      19.753      48.071
     220.898      41.207      19.780      48.070
     222.904      41.170      19.807      48.070
     224.909      41.134      19.834      48.069
     226.914      41.098      19.861      48.069
     228.919      41.064      19.888      48.069
     230.924      41.019      19.915      48.068
     232.929      40.985      19.942      48.068
     234.935      40.953      19.969      48.067
     236.940      40.910      19.996      48.067
     238.945      40.879      20.022      48.066
     240.951      40.837      20.049      48.066
     242.956      40.808      20.076      48.065
     244.961      40.768      20.103      48.065
     246.967      40.728      20.130      48.064
     248.972      40.701      20.157      48.064
     250.978      40.663      20.184      48.064
     252.983      40.626      20.211      48.063
     254.989      40.589      20.238      48.063
     256.995      40.553      20.265      48.062
     259.000      40.518      20.292      48.062
     261.006      40.473      20.318      48.061
     263.012      40.439      20.345      48.061
     265.018      40.406      20.372      48.060
     267.024      40.363      20.399      48.059
     269.030      40.331      20.426      48.059
     271.035      40.300      20.453      48.058
     273.041      40.259      20.480      48.058
     275.048      40.219      20.507      48.057
     277.053      40.190      20.534      48.057
     279.060      40.151      20.560      48.056
     281.066      40.113      20.587      48.056
     283.065      40.075      20.614      48.055
     285.071      40.038      20.641      48.054
     287.077      40.001      20.668      48.054
     289.084      39.966      20.695      48.053
     291.090      39.931      20.722      48.053
     293.096      39.897      20.749      48.052
     295.103      39.864      20.776      48.051
     297.109      39.820      20.802      48.051
     299.116      39.788      20.829      48.050
     301.115      39.745      20.856      48.049
     303.122      39.714      20.883      48.049
     305.129      39.674      20.910      48.048
     307.135      39.645      20.937      48.047
     309.142      39.605      20.964      48.047
     311.149      39.566      20.991      48.046
     313.149      39.528      21.017      48.045
     315.156      39.501      21.044      48.045
     317.163      39.464      21.071      48.044
     319.170      39.429      21.098      48.043
     321.177      39.393      21.125      48.043
     323.177      39.347      21.152      48.042
     325.184      39.313      21.179      48.041
     327.191      39.280      21.206      48.040
     329.199      39.248      21.233      48.040
     331.199      39.204      21.259      48.039
     333.206      39.174      21.286      48.038
     335.214      39.132      21.313      48.037
     337.221      39.103      21.340      48.037
     339.222      39.062      21.367      48.036
     341.230      39.023      21.394      48.035
     343.238      38.984      21.421      48.034
     345.238      38.957      21.448      48.034
     347.246      38.920      21.474      48.033
     349.254      38.884      21.501      48.032
     351.254      38.848      21.528      48.031
     353.263      38.812      21.555      48.030
     355.271      38.767      21.582      48.029
     357.272      38.733      21.609      48.029
     359.280      38.700      21.636      48.028
     361.288      38.668      21.663      48.027
     363.289      38.625      21.689      48.026
     365.298      38.594      21.716      48.025
     367.299      38.553      21.743      48.025
     369.308      38.512      21.770      48.024
     371.316      38.484      21.797      48.023
     373.318      38.444      21.824      48.022
     375.327      38.406      21.851      48.021
     377.328      38.368      21.877      48.020
     379.337      38.342      21.904      48.019
     381.339      38.305      21.931      48.018
     383.348      38.259      21.958      48.017
     385.350      38.224      21.985      48.016
     387.359      38.190      22.012      48.016
     389.361      38.156      22.038      48.015
     391.370      38.124      22.065      48.014
     393.372      38.080      22.092      48.013
     395.382      38.049      22.119      48.012
     397.384      38.007      22.146      48.011
     399.394      37.977      22.173      48.010
     401.396      37.936      22.199      48.009
     403.406      37.908      22.226      48.008
     405.408      37.869      22.253      48.007
     407.411      37.830      22.280      48.006
     409.421      37.793      22.307      48.005
     411.424      37.756      22.334      48.004
     413.434      37.720      22.361      48.003
     415.437      37.685      22.387      48.002
     417.440      37.650      22.414      48.001
     419.450      37.616      22.441      48.000
     421.453      37.582      22.468      47.999
     423.457      37.539      22.495      47.998
     425.467      37.507      22.522      47.997
      -3.695      47.299      16.765      48.092
      -1.691      47.272      16.792      48.093
       0.320      47.234      16.819      48.093
       2.324      47.197      16.846      48.093
       4.328      47.161      16.873      48.094
       6.332      47.125      16.900      48.094
       8.343      47.079      16.927      48.094
      10.347      47.045      16.954      48.095
      12.351      47.011      16.981      48.095
      14.355      46.979      17.007      48.095
      16.359      46.936      17.034      48.095
      18.370      46.904      17.061      48.096
      20.374      46.862      17.088      48.096
      22.377      46.822      17.115      48.096
      24.381      46.792      17.142      48.096
      26.392      46.753      17.169      48.097
      28.396      46.714      17.196      48.097
      30.399      46.676      17.223      48.097
      32.403      46.638      17.250      48.097
      34.414      46.602      17.277      48.097
      36.418      46.566      17.304      48.097
      38.421      46.530      17.331      48.098
      40.432      46.496      17.358      48.098
      42.436      46.462      17.385      48.098
      44.439      46.418      17.411      48.098
      46.443      46.385      17.438      48.098
      48.454      46.353      17.465      48.099
      50.457      46.311      17.492      48.099
      52.461      46.281      17.519      48.099
      54.472      46.240      17.546      48.099
      56.475      46.200      17.573      48.099
      58.479      46.161      17.600      48.099
      60.482      46.133      17.627      48.099
      62.493      46.095      17.654      48.099
      64.497      46.058      17.681      48.100
      66.500      46.021      17.708      48.100
      68.511      45.985      17.735      48.100
      70.514      45.950      17.761      48.100
      72.518      45.905      17.788      48.100
      74.521      45.871      17.815      48.100
      76.532      45.838      17.842      48.100
      78.535      45.795      17.869      48.100
      80.539      45.764      17.896      48.100
      82.549      45.721      17.923      48.100
      84.553      45.691      17.950      48.100
      86.556      45.651      17.977      48.100
      88.559      45.611      18.004      48.100
      90.570      45.583      18.031      48.100
      92.574      45.545      18.058      48.100
      94.577      45.507      18.085      48.100
      96.588      45.470      18.112      48.100
      98.591      45.434      18.139      48.100
     100.595      45.398      18.165      48.100
     102.606      45.363      18.192      48.100
     104.609      45.318      18.219      48.100
     106.612      45.285      18.246      48.100
     108.616      45.252      18.273      48.100
     110.626      45.209      18.300      48.100
     112.630      45.178      18.327      48.100
     114.633      45.136      18.354      48.100
     116.644      45.106      18.381      48.100
     118.647      45.066      18.408      48.100
     120.651      45.026      18.435      48.100
     122.654      44.998      18.462      48.100
     124.665      44.960      18.489      48.100
     126.669      44.923      18.515      48.100
     128.672      44.886      18.542      48.100
     130.683      44.850      18.569      48.099
     132.686      44.815      18.596      48.099
     134.690      44.769      18.623      48.099
     136.701      44.735      18.650      48.099
     138.704      44.702      18.677      48.099
     140.708      44.670      18.704      48.099
     142.711      44.627      18.731      48.099
     144.722      44.595      18.758      48.099
     146.726      44.554      18.785      48.098
     148.729      44.514      18.812      48.098
     150.733      44.484      18.839      48.098
     152.744      44.445      18.866      48.098
     154.747      44.406      18.892      48.098
     156.751      44.369      18.919      48.097
     158.762      44.332      18.946      48.097
     160.766      44.295      18.973      48.097
     162.769      44.259      19.000      48.097
     164.773      44.224      19.027      48.097
     166.784      44.190      19.054      48.097
     168.788      44.156      19.081      48.096
     170.791      44.112      19.108      48.096
     172.795      44.080      19.135      48.096
     174.806      44.048      19.162      48.096
     176.810      44.006      19.189      48.095
     178.814      43.976      19.216      48.095
     180.818      43.936      19.243      48.095
     182.829      43.896      19.270      48.095
     184.833      43.857      19.296      48.094
     186.836      43.830      19.323      48.094
     188.840      43.792      19.350      48.094
     190.844      43.755      19.377      48.093
     192.856      43.719      19.404      48.093
     194.860      43.683      19.431      48.093
     196.864      43.637      19.458      48.092
     198.868      43.603      19.485      48.092
     200.879      43.570      19.512      48.092
     202.883      43.537      19.539      48.091
     204.887      43.494      19.566      48.091
     206.891      43.463      19.593      48.091
     208.895      43.421      19.619      48.090
     210.907      43.391      19.646      48.090
     212.911      43.351      19.673      48.090
     214.915      43.311      19.700      48.089
     216.920      43.273      19.727      48.089
     218.924      43.246      19.754      48.089
     220.928      43.208      19.781      48.088
     222.940      43.171      19.808      48.088
     224.945      43.135      19.835      48.087
     226.949      43.100      19.862      48.087
     228.953      43.054      19.889      48.086
     230.958      43.021      19.916      48.086
     232.962      42.987      19.942      48.086
     234.974      42.955      19.969      48.085
     236.979      42.912      19.996      48.085
     238.983      42.881      20.023      48.084
     240.988      42.840      20.050      48.084
     242.993      42.810      20.077      48.083
     244.998      42.770      20.104      48.083
     247.002      42.731      20.131      48.083
     249.007      42.692      20.158      48.082
     251.012      42.654      20.185      48.082
     253.024      42.628      20.212      48.081
     255.029      42.592      20.239      48.081
     257.034      42.545      20.265      48.080
     259.039      42.509      20.292      48.079
     261.044      42.475      20.319      48.079
     263.049      42.441      20.346      48.078
     265.054      42.408      20.373      48.078
     267.060      42.365      20.400      48.077
     269.065      42.334      20.427      48.077
     271.070      42.292      20.454      48.076
     273.075      42.262      20.481      48.076
     275.081      42.221      20.507      48.075
     277.086      42.181      20.534      48.075
     279.091      42.153      20.561      48.074
     281.097      42.115      20.588      48.074
     283.102      42.077      20.615      48.073
     285.108      42.040      20.642      48.072
     287.113      42.004      20.669      48.072
     289.119      41.968      20.696      48.071
     291.125      41.934      20.723      48.070
     293.130      41.900      20.750      48.070
     295.137      41.855      20.777      48.069
     297.142      41.822      20.803      48.069
     299.148      41.790      20.830      48.068
     301.154      41.748      20.857      48.067
     303.160      41.717      20.884      48.067
     305.166      41.676      20.911      48.066
     307.172      41.636      20.938      48.065
     309.178      41.608      20.965      48.065
     311.184      41.569      20.992      48.064
     313.191      41.531      21.019      48.063
     315.197      41.493      21.045      48.063
     317.196      41.456      21.072      48.062
     319.202      41.420      21.099      48.061
     321.209      41.385      21.126      48.061
     323.215      41.350      21.153      48.060
     325.222      41.316      21.180      48.059
     327.229      41.283      21.207      48.058
     329.235      41.239      21.234      48.058
     331.242      41.208      21.261      48.057
     333.242      41.165      21.287      48.056
     335.248      41.135      21.314      48.055
     337.255      41.094      21.341      48.055
     339.262      41.066      21.368      48.054
     341.269      41.026      21.395      48.053
     343.269      40.987      21.422      48.052
     345.276      40.949      21.449      48.051
     347.284      40.912      21.476      48.051
     349.291      40.876      21.503      48.050
     351.291      40.840      21.529      48.049
     353.298      40.805      21.556      48.048
     355.306      40.770      21.583      48.048
     357.313      40.737      21.610      48.047
     359.313      40.703      21.637      48.046
     361.321      40.660      21.664      48.045
     363.329      40.629      21.691      48.044
     365.337      40.587      21.718      48.043
     367.337      40.556      21.744      48.042
     369.345      40.516      21.771      48.042
     371.353      40.476      21.798      48.041
     373.353      40.448      21.825      48.040
     375.362      40.410      21.852      48.039
     377.370      40.372      21.879      48.038
     379.371      40.335      21.906      48.037
     381.379      40.299      21.932      48.036
     383.380      40.263      21.959      48.035
     385.389      40.228      21.986      48.035
     387.397      40.194      22.013      48.034
     389.398      40.160      22.040      48.033
     391.407      40.116      22.067      48.032
     393.409      40.084      22.094      48.031
     395.418      40.042      22.120      48.030
     397.419      40.011      22.147      48.029
     399.428      39.970      22.174      48.028
     401.437      39.941      22.201      48.027
     403.439      39.901      22.228      48.026
     405.448      39.862      22.255      48.025
     407.450      39.835      22.281      48.024
     409.459      39.798      22.308      48.023
     411.461      39.760      22.335      48.022
     413.463      39.724      22.362      48.021
     415.473      39.689      22.389      48.020
     417.475      39.654      22.416      48.019
     419.485      39.609      22.443      48.018
     421.488      39.576      22.469      48.017
     423.497      39.543      22.496      48.016
     425.500      39.500      22.523      48.015
      -3.660      49.301      16.765      48.110
      -1.650      49.262      16.792      48.111
       0.354      49.235      16.819      48.111
       2.357      49.199      16.846      48.111
       4.368      49.162      16.872      48.112
       6.371      49.115      16.899      48.112
       8.374      49.081      16.926      48.112
      10.384      49.046      16.953      48.112
      12.388      49.013      16.980      48.113
      14.390      48.969      17.007      48.113
      16.401      48.937      17.034      48.113
      18.404      48.894      17.061      48.113
      20.407      48.864      17.088      48.114
      22.418      48.823      17.115      48.114
      24.421      48.794      17.142      48.114
      26.424      48.754      17.169      48.114
      28.434      48.715      17.196      48.115
      30.437      48.677      17.223      48.115
      32.440      48.640      17.250      48.115
      34.450      48.603      17.277      48.115
      36.453      48.567      17.303      48.116
      38.463      48.531      17.330      48.116
      40.466      48.497      17.357      48.116
      42.469      48.463      17.384      48.116
      44.479      48.419      17.411      48.116
      46.482      48.386      17.438      48.116
      48.485      48.344      17.465      48.117
      50.495      48.312      17.492      48.117
      52.498      48.271      17.519      48.117
      54.501      48.241      17.546      48.117
      56.511      48.201      17.573      48.117
      58.514      48.162      17.600      48.117
      60.524      48.134      17.627      48.117
      62.527      48.096      17.654      48.118
      64.530      48.059      17.681      48.118
      66.540      48.022      17.708      48.118
      68.542      47.987      17.734      48.118
      70.552      47.941      17.761      48.118
      72.555      47.906      17.788      48.118
      74.558      47.873      17.815      48.118
      76.568      47.839      17.842      48.118
      78.571      47.796      17.869      48.118
      80.581      47.764      17.896      48.118
      82.583      47.723      17.923      48.118
      84.586      47.693      17.950      48.118
      86.596      47.652      17.977      48.118
      88.599      47.612      18.004      48.118
      90.602      47.584      18.031      48.118
      92.612      47.546      18.058      48.118
      94.614      47.508      18.085      48.118
      96.625      47.471      18.112      48.118
      98.627      47.435      18.139      48.118
     100.630      47.400      18.165      48.118
     102.640      47.365      18.192      48.118
     104.642      47.320      18.219      48.118
     106.653      47.286      18.246      48.118
     108.655      47.253      18.273      48.118
     110.658      47.210      18.300      48.118
     112.668      47.179      18.327      48.118
     114.671      47.137      18.354      48.118
     116.681      47.107      18.381      48.118
     118.684      47.067      18.408      48.118
     120.686      47.028      18.435      48.118
     122.696      46.989      18.462      48.118
     124.699      46.962      18.489      48.118
     126.709      46.924      18.516      48.118
     128.712      46.887      18.543      48.118
     130.715      46.852      18.569      48.118
     132.725      46.816      18.597      48.117
     134.728      46.770      18.623      48.117
     136.730      46.737      18.650      48.117
     138.741      46.703      18.677      48.117
     140.743      46.660      18.704      48.117
     142.754      46.628      18.731      48.117
     144.756      46.586      18.758      48.117
     146.759      46.556      18.785      48.116
     148.770      46.515      18.812      48.116
     150.772      46.486      18.839      48.116
     152.775      46.446      18.866      48.116
     154.785      46.408      18.893      48.116
     156.788      46.370      18.920      48.116
     158.799      46.333      18.947      48.115
     160.802      46.297      18.974      48.115
     162.805      46.261      19.000      48.115
     164.815      46.226      19.028      48.115
     166.818      46.191      19.054      48.114
     168.821      46.158      19.081      48.114
     170.831      46.113      19.108      48.114
     172.834      46.081      19.135      48.114
     174.837      46.039      19.162      48.113
     176.848      46.008      19.189      48.113
     178.851      45.967      19.216      48.113
     180.854      45.937      19.243      48.113
     182.865      45.897      19.270      48.112
     184.868      45.859      19.297      48.112
     186.871      45.820      19.324      48.112
     188.882      45.793      19.351      48.112
     190.885      45.757      19.378      48.111
     192.888      45.720      19.404      48.111
     194.899      45.674      19.431      48.111
     196.902      45.639      19.458      48.110
     198.905      45.605      19.485      48.110
     200.916      45.571      19.512      48.110
     202.919      45.528      19.539      48.109
     204.923      45.496      19.566      48.109
     206.926      45.464      19.593      48.109
     208.937      45.423      19.620      48.108
     210.941      45.382      19.647      48.108
     212.944      45.353      19.674      48.108
     214.955      45.313      19.701      48.107
     216.958      45.274      19.728      48.107
     218.962      45.236      19.755      48.106
     220.966      45.210      19.781      48.106
     222.977      45.173      19.809      48.106
     224.980      45.137      19.835      48.105
     226.984      45.091      19.862      48.105
     228.988      45.056      19.889      48.104
     230.999      45.022      19.916      48.104
     233.003      44.989      19.943      48.104
     235.007      44.946      19.970      48.103
     237.011      44.914      19.997      48.103
     239.022      44.872      20.024      48.102
     241.026      44.841      20.051      48.102
     243.030      44.801      20.078      48.101
     245.034      44.772      20.105      48.101
     247.038      44.732      20.132      48.100
     249.050      44.694      20.159      48.100
     251.054      44.656      20.185      48.099
     253.058      44.619      20.212      48.099
     255.062      44.582      20.239      48.098
     257.066      44.547      20.266      48.098
     259.078      44.512      20.293      48.097
     261.082      44.477      20.320      48.097
     263.087      44.444      20.347      48.097
     265.091      44.400      20.374      48.096
     267.095      44.368      20.401      48.095
     269.100      44.336      20.428      48.095
     271.105      44.294      20.455      48.094
     273.117      44.264      20.482      48.094
     275.121      44.224      20.508      48.093
     277.126      44.184      20.535      48.093
     279.131      44.144      20.562      48.092
     281.135      44.117      20.589      48.091
     283.140      44.080      20.616      48.091
     285.145      44.043      20.643      48.090
     287.150      44.006      20.670      48.090
     289.155      43.971      20.697      48.089
     291.167      43.936      20.724      48.089
     293.172      43.891      20.751      48.088
     295.177      43.858      20.778      48.087
     297.182      43.825      20.804      48.087
     299.188      43.782      20.831      48.086
     301.193      43.751      20.858      48.085
     303.198      43.709      20.885      48.085
     305.204      43.679      20.912      48.084
     307.209      43.639      20.939      48.083
     309.214      43.599      20.966      48.083
     311.220      43.571      20.993      48.082
     313.225      43.533      21.020      48.081
     315.231      43.496      21.046      48.081
     317.237      43.459      21.073      48.080
     319.242      43.423      21.100      48.079
     321.248      43.388      21.127      48.078
     323.254      43.353      21.154      48.078
     325.260      43.319      21.181      48.077
     327.266      43.275      21.208      48.076
     329.272      43.243      21.235      48.076
     331.278      43.211      21.262      48.075
     333.284      43.169      21.289      48.074
     335.290      43.138      21.316      48.073
     337.289      43.098      21.342      48.073
     339.295      43.057      21.369      48.072
     341.301      43.029      21.396      48.071
     343.308      42.991      21.423      48.070
     345.314      42.953      21.450      48.069
     347.321      42.915      21.477      48.069
     349.328      42.879      21.504      48.068
     351.334      42.843      21.531      48.067
     353.333      42.808      21.557      48.066
     355.340      42.773      21.584      48.065
     357.347      42.729      21.611      48.065
     359.354      42.696      21.638      48.064
     361.361      42.664      21.665      48.063
     363.368      42.621      21.692      48.062
     365.368      42.590      21.719      48.061
     367.375      42.549      21.746      48.060
     369.382      42.520      21.772      48.060
     371.390      42.480      21.799      48.059
     373.390      42.441      21.826      48.058
     375.397      42.413      21.853      48.057
     377.404      42.375      21.880      48.056
     379.412      42.339      21.907      48.055
     381.412      42.302      21.934      48.054
     383.420      42.266      21.961      48.053
     385.428      42.232      21.987      48.053
     387.428      42.186      22.014      48.051
     389.436      42.153      22.041      48.051
     391.444      42.121      22.068      48.050
     393.445      42.077      22.095      48.049
     395.453      42.046      22.122      48.048
     397.461      42.015      22.149      48.047
     399.462      41.974      22.176      48.046
     401.471      41.934      22.202      48.045
     403.479      41.905      22.229      48.044
     405.480      41.866      22.256      48.043
     407.489      41.828      22.283      48.042
     409.490      41.791      22.310      48.041
     411.499      41.754      22.337      48.040
     413.508      41.718      22.364      48.039
     415.509      41.682      22.390      48.038
     417.518      41.648      22.417      48.037
     419.520      41.614      22.444      48.036
     421.529      41.580      22.471      48.035
     423.531      41.537      22.498      48.034
     425.540      41.505      22.525      48.033
      -3.618      51.302      16.764      48.128
      -1.616      51.264      16.791      48.129
       0.387      51.226      16.818      48.129
       2.397      51.189      16.845      48.129
       4.399      51.153      16.872      48.130
       6.409      51.117      16.899      48.130
       8.412      51.082      16.926      48.130
      10.422      51.048      16.953      48.131
      12.424      51.014      16.980      48.131
      14.426      50.971      17.007      48.131
      16.436      50.939      17.034      48.131
      18.438      50.896      17.061      48.132
      20.448      50.866      17.088      48.132
      22.451      50.825      17.115      48.132
      24.460      50.784      17.142      48.132
      26.463      50.756      17.168      48.132
      28.465      50.717      17.195      48.133
      30.474      50.679      17.222      48.133
      32.477      50.641      17.249      48.133
      34.486      50.604      17.276      48.133
      36.489      50.568      17.303      48.133
      38.498      50.533      17.330      48.134
      40.500      50.498      17.357      48.134
      42.510      50.453      17.384      48.134
      44.512      50.420      17.411      48.134
      46.522      50.388      17.438      48.134
      48.524      50.345      17.465      48.134
      50.533      50.314      17.492      48.135
      52.535      50.272      17.519      48.135
      54.537      50.242      17.546      48.135
      56.547      50.203      17.573      48.135
      58.549      50.163      17.600      48.135
      60.558      50.124      17.626      48.135
      62.560      50.086      17.653      48.135
      64.570      50.061      17.680      48.136
      66.572      50.013      17.707      48.136
      68.581      49.977      17.734      48.136
      70.583      49.942      17.761      48.136
      72.593      49.907      17.788      48.136
      74.595      49.874      17.815      48.136
      76.604      49.830      17.842      48.136
      78.606      49.798      17.869      48.136
      80.616      49.766      17.896      48.136
      82.617      49.724      17.923      48.136
      84.627      49.694      17.950      48.136
      86.629      49.653      17.977      48.136
      88.638      49.613      18.004      48.136
      90.640      49.574      18.031      48.136
      92.650      49.547      18.058      48.136
      94.652      49.509      18.085      48.136
      96.661      49.472      18.112      48.136
      98.663      49.436      18.139      48.136
     100.672      49.401      18.166      48.136
     102.674      49.355      18.192      48.136
     104.684      49.321      18.219      48.136
     106.686      49.287      18.246      48.136
     108.695      49.254      18.273      48.136
     110.697      49.211      18.300      48.136
     112.706      49.180      18.327      48.136
     114.708      49.139      18.354      48.136
     116.718      49.098      18.381      48.136
     118.720      49.069      18.408      48.136
     120.722      49.029      18.435      48.136
     122.731      48.990      18.462      48.136
     124.733      48.952      18.489      48.136
     126.743      48.915      18.516      48.136
     128.745      48.889      18.543      48.136
     130.754      48.842      18.570      48.135
     132.756      48.806      18.597      48.135
     134.766      48.772      18.624      48.135
     136.768      48.738      18.650      48.135
     138.777      48.705      18.677      48.135
     140.779      48.661      18.704      48.135
     142.789      48.629      18.731      48.135
     144.791      48.587      18.758      48.134
     146.800      48.557      18.785      48.134
     148.803      48.516      18.812      48.134
     150.812      48.476      18.839      48.134
     152.814      48.448      18.866      48.134
     154.824      48.410      18.893      48.134
     156.826      48.371      18.920      48.133
     158.828      48.334      18.947      48.133
     160.838      48.298      18.974      48.133
     162.840      48.262      19.001      48.133
     164.850      48.227      19.028      48.133
     166.852      48.193      19.055      48.132
     168.862      48.148      19.082      48.132
     170.864      48.115      19.109      48.132
     172.874      48.083      19.136      48.132
     174.876      48.040      19.163      48.132
     176.878      48.010      19.189      48.131
     178.888      47.968      19.216      48.131
     180.891      47.939      19.243      48.131
     182.900      47.899      19.270      48.131
     184.903      47.860      19.297      48.130
     186.913      47.822      19.324      48.130
     188.915      47.784      19.351      48.130
     190.918      47.747      19.378      48.129
     192.928      47.711      19.405      48.129
     194.930      47.675      19.432      48.129
     196.940      47.640      19.459      48.128
     198.943      47.607      19.486      48.128
     200.945      47.573      19.513      48.128
     202.956      47.529      19.540      48.127
     204.958      47.498      19.567      48.127
     206.968      47.455      19.594      48.127
     208.971      47.424      19.621      48.126
     210.974      47.383      19.647      48.126
     212.984      47.355      19.674      48.126
     214.987      47.315      19.701      48.125
     216.997      47.276      19.728      48.125
     219.000      47.238      19.755      48.125
     221.003      47.201      19.782      48.124
     223.013      47.164      19.809      48.124
     225.016      47.128      19.836      48.123
     227.019      47.092      19.863      48.123
     229.030      47.058      19.890      48.123
     231.033      47.024      19.917      48.122
     233.036      46.991      19.944      48.122
     235.046      46.948      19.971      48.121
     237.050      46.916      19.998      48.121
     239.053      46.874      20.024      48.120
     241.064      46.843      20.052      48.120
     243.067      46.803      20.078      48.119
     245.070      46.763      20.105      48.119
     247.081      46.735      20.132      48.118
     249.084      46.696      20.159      48.118
     251.088      46.658      20.186      48.118
     253.091      46.621      20.213      48.117
     255.102      46.585      20.240      48.117
     257.106      46.549      20.267      48.116
     259.109      46.514      20.294      48.116
     261.113      46.480      20.321      48.115
     263.124      46.435      20.348      48.114
     265.128      46.402      20.375      48.114
     267.131      46.370      20.402      48.113
     269.135      46.327      20.428      48.113
     271.146      46.296      20.455      48.112
     273.150      46.255      20.482      48.112
     275.154      46.226      20.509      48.111
     277.158      46.186      20.536      48.111
     279.170      46.147      20.563      48.110
     281.174      46.109      20.590      48.109
     283.178      46.071      20.617      48.109
     285.182      46.045      20.644      48.108
     287.186      46.009      20.671      48.108
     289.198      45.962      20.698      48.107
     291.202      45.927      20.725      48.106
     293.206      45.893      20.751      48.106
     295.211      45.860      20.778      48.105
     297.215      45.827      20.805      48.105
     299.220      45.784      20.832      48.104
     301.232      45.753      20.859      48.103
     303.236      45.711      20.886      48.103
     305.241      45.682      20.913      48.102
     307.246      45.641      20.940      48.101
     309.250      45.602      20.967      48.101
     311.255      45.563      20.994      48.100
     313.260      45.536      21.021      48.099
     315.265      45.498      21.048      48.099
