              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     352.617     112.827      21.573      48.696
     354.621     112.793      21.601      48.695
     356.626     112.760      21.628      48.694
     358.630     112.727      21.655      48.694
     360.634     112.684      21.682      48.693
     362.646     112.653      21.709      48.692
     364.650     112.612      21.737      48.691
     366.655     112.583      21.764      48.690
     368.659     112.542      21.791      48.689
     370.664     112.503      21.818      48.688
     372.669     112.464      21.846      48.687
     374.674     112.437      21.873      48.687
     376.679     112.400      21.900      48.686
     378.691     112.364      21.927      48.685
     380.696     112.328      21.954      48.684
     382.701     112.293      21.982      48.683
     384.706     112.248      22.009      48.682
     386.711     112.214      22.036      48.681
     388.717     112.181      22.063      48.680
     390.722     112.138      22.090      48.679
     392.728     112.106      22.118      48.678
     394.733     112.075      22.145      48.677
     396.739     112.034      22.172      48.676
     398.745     111.994      22.199      48.675
     400.750     111.965      22.226      48.674
     402.756     111.927      22.254      48.674
     404.762     111.888      22.281      48.673
     406.768     111.851      22.308      48.672
     408.774     111.814      22.335      48.671
     410.780     111.778      22.362      48.669
     412.787     111.742      22.390      48.668
     414.785     111.707      22.417      48.667
     416.792     111.673      22.444      48.667
     418.798     111.640      22.471      48.666
     420.805     111.596      22.498      48.664
     422.811     111.565      22.525      48.663
     424.818     111.534      22.553      48.662
     426.825     111.492      22.580      48.661
      -2.343     121.292      16.747      48.758
      -0.344     121.253      16.775      48.758
       1.664     121.215      16.802      48.758
       3.671     121.178      16.829      48.759
       5.678     121.141      16.857      48.759
       7.685     121.105      16.884      48.759
       9.685     121.070      16.911      48.760
      11.692     121.035      16.938      48.760
      13.699     121.002      16.966      48.760
      15.706     120.957      16.993      48.760
      17.713     120.925      17.020      48.761
      19.713     120.893      17.047      48.761
      21.720     120.851      17.075      48.761
      23.727     120.810      17.102      48.761
      25.734     120.780      17.129      48.762
      27.741     120.740      17.157      48.762
      29.748     120.701      17.184      48.762
      31.747     120.663      17.211      48.762
      33.754     120.636      17.238      48.763
      35.761     120.599      17.266      48.763
      37.768     120.563      17.293      48.763
      39.774     120.516      17.320      48.763
      41.781     120.481      17.348      48.763
      43.781     120.447      17.375      48.764
      45.788     120.413      17.402      48.764
      47.794     120.370      17.429      48.764
      49.801     120.338      17.457      48.764
      51.808     120.295      17.484      48.764
      53.815     120.265      17.511      48.764
      55.821     120.224      17.539      48.764
      57.821     120.194      17.566      48.765
      59.827     120.155      17.593      48.765
      61.834     120.116      17.620      48.765
      63.841     120.078      17.648      48.765
      65.847     120.041      17.675      48.765
      67.854     120.004      17.702      48.765
      69.861     119.968      17.730      48.765
      71.860     119.933      17.757      48.765
      73.867     119.898      17.784      48.765
      75.873     119.865      17.811      48.765
      77.880     119.820      17.839      48.765
      79.886     119.788      17.866      48.766
      81.893     119.745      17.893      48.766
      83.900     119.715      17.921      48.766
      85.899     119.673      17.948      48.766
      87.906     119.644      17.975      48.766
      89.912     119.604      18.002      48.766
      91.919     119.565      18.030      48.766
      93.925     119.526      18.057      48.766
      95.932     119.500      18.084      48.766
      97.939     119.463      18.112      48.766
      99.945     119.427      18.139      48.766
     101.944     119.380      18.166      48.766
     103.951     119.345      18.193      48.766
     105.958     119.311      18.221      48.766
     107.964     119.278      18.248      48.766
     109.971     119.234      18.275      48.766
     111.978     119.202      18.303      48.766
     113.984     119.159      18.330      48.766
     115.983     119.129      18.357      48.766
     117.990     119.088      18.384      48.765
     119.997     119.059      18.412      48.765
     122.003     119.020      18.439      48.765
     124.010     118.981      18.466      48.765
     126.017     118.943      18.494      48.765
     128.023     118.905      18.521      48.765
     130.023     118.869      18.548      48.765
     132.029     118.833      18.575      48.765
     134.036     118.798      18.603      48.765
     136.043     118.764      18.630      48.765
     138.049     118.730      18.657      48.765
     140.056     118.686      18.685      48.764
     142.063     118.654      18.712      48.764
     144.062     118.611      18.739      48.764
     146.069     118.580      18.766      48.764
     148.076     118.539      18.794      48.764
     150.082     118.509      18.821      48.764
     152.089     118.470      18.848      48.764
     154.096     118.431      18.876      48.763
     156.103     118.392      18.903      48.763
     158.102     118.366      18.930      48.763
     160.109     118.329      18.957      48.763
     162.116     118.293      18.985      48.763
     164.123     118.246      19.012      48.762
     166.130     118.211      19.039      48.762
     168.137     118.177      19.067      48.762
     170.136     118.144      19.094      48.762
     172.143     118.100      19.121      48.761
     174.150     118.068      19.148      48.761
     176.157     118.037      19.176      48.761
     178.164     117.996      19.203      48.761
     180.164     117.955      19.230      48.760
     182.171     117.926      19.257      48.760
     184.178     117.886      19.285      48.760
     186.185     117.848      19.312      48.760
     188.192     117.810      19.339      48.759
     190.192     117.772      19.367      48.759
     192.199     117.736      19.394      48.759
     194.206     117.700      19.421      48.758
     196.213     117.665      19.448      48.758
     198.221     117.631      19.476      48.758
     200.221     117.597      19.503      48.757
     202.228     117.553      19.530      48.757
     204.235     117.521      19.558      48.757
     206.243     117.489      19.585      48.757
     208.243     117.448      19.612      48.756
     210.250     117.406      19.639      48.756
     212.257     117.377      19.667      48.755
     214.265     117.337      19.694      48.755
     216.265     117.298      19.721      48.755
     218.272     117.271      19.749      48.754
     220.280     117.233      19.776      48.754
     222.288     117.197      19.803      48.754
     224.288     117.161      19.830      48.753
     226.295     117.125      19.858      48.753
     228.303     117.080      19.885      48.752
     230.311     117.046      19.912      48.752
     232.311     117.012      19.939      48.751
     234.319     116.980      19.967      48.751
     236.327     116.937      19.994      48.750
     238.327     116.905      20.021      48.750
     240.335     116.864      20.049      48.750
     242.343     116.834      20.076      48.749
     244.344     116.794      20.103      48.749
     246.352     116.755      20.130      48.748
     248.360     116.716      20.158      48.748
     250.368     116.679      20.185      48.747
     252.368     116.652      20.212      48.747
     254.377     116.616      20.239      48.746
     256.378     116.569      20.267      48.746
     258.386     116.534      20.294      48.745
     260.394     116.500      20.321      48.745
     262.395     116.466      20.348      48.744
     264.403     116.433      20.376      48.744
     266.412     116.390      20.403      48.743
     268.413     116.358      20.430      48.743
     270.421     116.317      20.458      48.742
     272.430     116.287      20.485      48.742
     274.431     116.246      20.512      48.741
     276.440     116.207      20.539      48.740
     278.441     116.179      20.566      48.740
     280.450     116.141      20.594      48.739
     282.451     116.103      20.621      48.739
     284.460     116.066      20.648      48.738
     286.469     116.030      20.676      48.737
     288.470     115.995      20.703      48.737
     290.479     115.960      20.730      48.736
     292.481     115.915      20.757      48.736
     294.490     115.882      20.785      48.735
     296.492     115.849      20.812      48.734
     298.501     115.807      20.839      48.734
     300.503     115.776      20.866      48.733
     302.512     115.734      20.894      48.732
     304.514     115.704      20.921      48.732
     306.523     115.664      20.948      48.731
     308.525     115.625      20.975      48.730
     310.535     115.597      21.003      48.730
     312.537     115.560      21.030      48.729
     314.546     115.522      21.057      48.728
     316.549     115.486      21.084      48.728
     318.558     115.450      21.112      48.727
     320.561     115.415      21.139      48.726
     322.571     115.370      21.166      48.725
     324.573     115.336      21.193      48.725
     326.576     115.303      21.221      48.724
     328.585     115.272      21.248      48.723
     330.588     115.229      21.275      48.722
     332.598     115.198      21.302      48.722
     334.601     115.157      21.330      48.721
     336.604     115.117      21.357      48.720
     338.614     115.088      21.384      48.720
     340.617     115.049      21.411      48.719
     342.620     115.011      21.438      48.718
     344.631     114.973      21.466      48.717
     346.634     114.937      21.493      48.716
     348.637     114.900      21.520      48.715
     350.648     114.865      21.547      48.715
     352.651     114.831      21.575      48.714
     354.654     114.797      21.602      48.713
     356.665     114.763      21.629      48.712
     358.669     114.720      21.656      48.711
     360.672     114.688      21.684      48.711
     362.676     114.646      21.711      48.710
     364.687     114.616      21.738      48.709
     366.691     114.575      21.765      48.708
     368.695     114.546      21.792      48.707
     370.699     114.506      21.820      48.706
     372.710     114.468      21.847      48.705
     374.714     114.430      21.874      48.704
     376.719     114.393      21.901      48.704
     378.723     114.357      21.928      48.703
     380.727     114.321      21.956      48.702
     382.739     114.286      21.983      48.701
     384.743     114.252      22.010      48.700
     386.748     114.218      22.037      48.699
     388.753     114.174      22.065      48.698
     390.757     114.142      22.092      48.697
     392.762     114.110      22.119      48.696
     394.767     114.069      22.146      48.695
     396.772     114.039      22.173      48.694
     398.784     113.999      22.201      48.693
     400.789     113.959      22.228      48.692
     402.794     113.931      22.255      48.692
     404.799     113.892      22.282      48.690
     406.805     113.855      22.309      48.689
     408.810     113.818      22.337      48.688
     410.815     113.782      22.364      48.688
     412.821     113.747      22.391      48.687
     414.826     113.712      22.418      48.686
     416.832     113.678      22.445      48.685
     418.838     113.634      22.473      48.683
     420.844     113.601      22.500      48.682
     422.850     113.570      22.527      48.681
     424.856     113.528      22.554      48.680
     426.862     113.497      22.581      48.679
      -2.308     123.294      16.747      48.776
      -0.301     123.255      16.774      48.776
       1.705     123.217      16.802      48.776
       3.704     123.180      16.829      48.777
       5.711     123.143      16.856      48.777
       7.717     123.107      16.883      48.777
       9.724     123.071      16.911      48.778
      11.730     123.037      16.938      48.778
      13.737     123.003      16.965      48.778
      15.743     122.959      16.993      48.778
      17.749     122.927      17.020      48.779
      19.755     122.884      17.047      48.779
      21.762     122.853      17.074      48.779
      23.760     122.811      17.102      48.779
      25.767     122.782      17.129      48.780
      27.773     122.742      17.156      48.780
      29.779     122.703      17.184      48.780
      31.785     122.664      17.211      48.780
      33.791     122.626      17.238      48.780
      35.797     122.589      17.265      48.781
      37.804     122.553      17.293      48.781
      39.810     122.518      17.320      48.781
      41.816     122.482      17.347      48.781
      43.822     122.448      17.375      48.782
      45.828     122.415      17.402      48.782
      47.834     122.371      17.429      48.782
      49.840     122.339      17.456      48.782
      51.846     122.297      17.484      48.782
      53.852     122.266      17.511      48.782
      55.851     122.225      17.538      48.782
      57.857     122.185      17.566      48.783
      59.863     122.156      17.593      48.783
      61.869     122.118      17.620      48.783
      63.875     122.080      17.647      48.783
      65.881     122.042      17.675      48.783
      67.887     122.006      17.702      48.783
      69.893     121.969      17.729      48.783
      71.899     121.934      17.757      48.783
      73.905     121.900      17.784      48.783
      75.910     121.855      17.811      48.783
      77.916     121.822      17.839      48.784
      79.922     121.790      17.866      48.784
      81.928     121.747      17.893      48.784
      83.934     121.716      17.920      48.784
      85.940     121.675      17.948      48.784
      87.946     121.645      17.975      48.784
      89.952     121.605      18.002      48.784
      91.957     121.566      18.030      48.784
      93.963     121.528      18.057      48.784
      95.969     121.490      18.084      48.784
      97.975     121.453      18.112      48.784
      99.981     121.417      18.139      48.784
     101.987     121.381      18.166      48.784
     103.993     121.346      18.194      48.784
     105.999     121.312      18.221      48.784
     107.997     121.279      18.248      48.784
     110.003     121.235      18.275      48.784
     112.009     121.203      18.303      48.784
     114.015     121.161      18.330      48.784
     116.021     121.131      18.357      48.784
     118.027     121.090      18.385      48.784
     120.033     121.050      18.412      48.783
     122.039     121.021      18.439      48.783
     124.045     120.982      18.466      48.783
     126.050     120.944      18.494      48.783
     128.056     120.907      18.521      48.783
     130.062     120.871      18.548      48.783
     132.068     120.835      18.576      48.783
     134.074     120.799      18.603      48.783
     136.080     120.765      18.630      48.783
     138.086     120.720      18.657      48.783
     140.092     120.687      18.685      48.782
     142.098     120.655      18.712      48.782
     144.104     120.612      18.739      48.782
     146.110     120.582      18.767      48.782
     148.116     120.540      18.794      48.782
     150.122     120.511      18.821      48.782
     152.128     120.471      18.849      48.782
     154.127     120.432      18.876      48.781
     156.133     120.394      18.903      48.781
     158.139     120.356      18.930      48.781
     160.145     120.319      18.958      48.781
     162.152     120.283      18.985      48.780
     164.158     120.248      19.012      48.780
     166.164     120.213      19.040      48.780
     168.170     120.179      19.067      48.780
     170.176     120.146      19.094      48.780
     172.183     120.102      19.122      48.779
     174.189     120.070      19.149      48.779
     176.195     120.028      19.176      48.779
     178.201     119.997      19.203      48.779
     180.200     119.956      19.231      48.778
     182.207     119.927      19.258      48.778
     184.213     119.888      19.285      48.778
     186.219     119.849      19.312      48.778
     188.226     119.812      19.340      48.777
     190.232     119.774      19.367      48.777
     192.239     119.738      19.394      48.777
     194.245     119.702      19.422      48.776
     196.251     119.667      19.449      48.776
     198.251     119.632      19.476      48.776
     200.257     119.599      19.503      48.776
     202.264     119.555      19.531      48.775
     204.270     119.523      19.558      48.775
     206.277     119.480      19.585      48.774
     208.284     119.449      19.613      48.774
     210.290     119.408      19.640      48.774
     212.297     119.379      19.667      48.773
     214.296     119.339      19.694      48.773
     216.303     119.300      19.722      48.773
     218.310     119.262      19.749      48.772
     220.317     119.224      19.776      48.772
     222.324     119.188      19.804      48.771
     224.331     119.151      19.831      48.771
     226.330     119.116      19.858      48.771
     228.337     119.081      19.885      48.770
     230.344     119.047      19.913      48.770
     232.351     119.014      19.940      48.769
     234.358     118.971      19.967      48.769
     236.358     118.939      19.995      48.769
     238.365     118.897      20.022      48.768
     240.372     118.866      20.049      48.768
     242.379     118.825      20.076      48.767
     244.387     118.797      20.104      48.767
     246.387     118.757      20.131      48.766
     248.394     118.719      20.158      48.766
     250.401     118.681      20.186      48.765
     252.409     118.644      20.213      48.765
     254.409     118.607      20.240      48.764
     256.416     118.571      20.267      48.764
     258.424     118.536      20.295      48.763
     260.431     118.502      20.322      48.763
     262.431     118.468      20.349      48.762
     264.439     118.424      20.376      48.762
     266.447     118.392      20.404      48.761
     268.454     118.361      20.431      48.761
     270.455     118.319      20.458      48.760
     272.463     118.278      20.486      48.759
     274.471     118.249      20.513      48.759
     276.471     118.209      20.540      48.758
     278.479     118.170      20.567      48.758
     280.487     118.143      20.595      48.757
     282.488     118.105      20.622      48.757
     284.496     118.069      20.649      48.756
     286.504     118.033      20.677      48.755
     288.505     117.997      20.704      48.755
     290.513     117.952      20.731      48.754
     292.521     117.918      20.758      48.754
     294.522     117.884      20.785      48.753
     296.531     117.852      20.813      48.752
     298.539     117.809      20.840      48.752
     300.540     117.778      20.867      48.751
     302.549     117.737      20.895      48.750
     304.550     117.707      20.922      48.750
     306.559     117.667      20.949      48.749
     308.567     117.628      20.976      48.748
     310.569     117.589      21.004      48.748
     312.578     117.551      21.031      48.747
     314.579     117.525      21.058      48.746
     316.588     117.489      21.085      48.746
     318.590     117.442      21.113      48.745
     320.599     117.407      21.140      48.744
     322.600     117.373      21.167      48.743
     324.609     117.339      21.194      48.743
     326.611     117.306      21.222      48.742
     328.621     117.263      21.249      48.741
     330.622     117.232      21.276      48.741
     332.632     117.190      21.303      48.740
     334.634     117.160      21.331      48.739
     336.643     117.120      21.358      48.738
     338.646     117.080      21.385      48.737
     340.655     117.052      21.412      48.737
     342.658     117.014      21.440      48.736
     344.667     116.977      21.467      48.735
     346.670     116.940      21.494      48.734
     348.680     116.904      21.521      48.734
     350.682     116.869      21.549      48.733
     352.685     116.834      21.576      48.732
     354.695     116.789      21.603      48.731
     356.698     116.756      21.630      48.730
     358.708     116.724      21.658      48.729
     360.711     116.681      21.685      48.729
     362.714     116.649      21.712      48.728
     364.724     116.608      21.739      48.727
     366.727     116.579      21.767      48.726
     368.730     116.539      21.794      48.725
     370.741     116.499      21.821      48.724
     372.744     116.472      21.848      48.723
     374.748     116.434      21.875      48.722
     376.758     116.397      21.903      48.722
     378.762     116.360      21.930      48.721
     380.766     116.325      21.957      48.720
     382.769     116.290      21.984      48.719
     384.780     116.255      22.012      48.718
     386.784     116.211      22.039      48.717
     388.788     116.178      22.066      48.716
     390.792     116.146      22.093      48.715
     392.804     116.103      22.121      48.714
     394.807     116.073      22.148      48.713
     396.812     116.032      22.175      48.712
     398.816     116.002      22.202      48.711
     400.820     115.963      22.229      48.710
     402.832     115.924      22.257      48.709
     404.837     115.886      22.284      48.708
     406.841     115.848      22.311      48.707
     408.846     115.812      22.338      48.706
     410.851     115.775      22.365      48.705
     412.855     115.740      22.393      48.704
     414.860     115.705      22.420      48.703
     416.865     115.672      22.447      48.702
     418.870     115.638      22.474      48.701
     420.883     115.595      22.501      48.700
     422.888     115.563      22.529      48.699
     424.893     115.532      22.556      48.698
     426.899     115.491      22.583      48.697
      -2.272     125.296      16.746      48.794
      -0.266     125.257      16.774      48.794
       1.740     125.218      16.801      48.794
       3.745     125.181      16.828      48.795
       5.751     125.144      16.856      48.795
       7.757     125.108      16.883      48.795
       9.763     125.073      16.910      48.796
      11.768     125.038      16.938      48.796
      13.774     124.994      16.965      48.796
      15.779     124.960      16.992      48.796
      17.785     124.928      17.019      48.797
      19.790     124.885      17.047      48.797
      21.796     124.854      17.074      48.797
      23.801     124.813      17.101      48.797
      25.807     124.772      17.129      48.798
      27.813     124.743      17.156      48.798
      29.818     124.704      17.183      48.798
      31.823     124.666      17.211      48.798
      33.829     124.628      17.238      48.799
      35.834     124.591      17.265      48.799
      37.840     124.555      17.292      48.799
      39.845     124.519      17.320      48.799
      41.850     124.484      17.347      48.799
      43.856     124.450      17.374      48.799
      45.861     124.405      17.402      48.800
      47.866     124.373      17.429      48.800
      49.872     124.340      17.456      48.800
      51.877     124.298      17.483      48.800
      53.882     124.268      17.511      48.800
      55.888     124.227      17.538      48.800
      57.893     124.186      17.565      48.800
      59.906     124.158      17.593      48.801
      61.911     124.119      17.620      48.801
      63.916     124.081      17.647      48.801
      65.921     124.043      17.675      48.801
      67.927     124.007      17.702      48.801
      69.932     123.971      17.729      48.801
      71.937     123.936      17.757      48.801
      73.942     123.901      17.784      48.801
      75.947     123.856      17.811      48.801
      77.952     123.823      17.838      48.801
      79.958     123.791      17.866      48.802
      81.963     123.748      17.893      48.802
      83.968     123.717      17.920      48.802
      85.973     123.676      17.948      48.802
      87.978     123.636      17.975      48.802
      89.984     123.607      18.002      48.802
      91.989     123.568      18.030      48.802
      94.001     123.529      18.057      48.802
      96.006     123.491      18.084      48.802
      98.012     123.454      18.112      48.802
     100.017     123.418      18.139      48.802
     102.022     123.383      18.166      48.802
     104.027     123.348      18.194      48.802
     106.032     123.314      18.221      48.802
     108.037     123.269      18.248      48.802
     110.043     123.237      18.275      48.802
     112.048     123.205      18.303      48.802
     114.053     123.163      18.330      48.802
     116.058     123.132      18.357      48.802
     118.063     123.091      18.385      48.801
     120.069     123.051      18.412      48.801
     122.074     123.022      18.439      48.801
     124.079     122.984      18.466      48.801
     126.092     122.946      18.494      48.801
     128.097     122.909      18.521      48.801
     130.102     122.872      18.549      48.801
     132.107     122.836      18.576      48.801
     134.113     122.801      18.603      48.801
     136.118     122.767      18.630      48.801
     138.123     122.722      18.658      48.800
     140.128     122.689      18.685      48.800
     142.134     122.656      18.712      48.800
     144.139     122.614      18.740      48.800
     146.144     122.583      18.767      48.800
     148.150     122.542      18.794      48.800
     150.155     122.501      18.822      48.800
     152.160     122.473      18.849      48.799
     154.166     122.434      18.876      48.799
     156.171     122.395      18.903      48.799
     158.176     122.358      18.931      48.799
     160.182     122.321      18.958      48.799
     162.187     122.285      18.985      48.799
     164.193     122.249      19.013      48.798
     166.198     122.214      19.040      48.798
     168.204     122.180      19.067      48.798
     170.209     122.136      19.094      48.798
     172.214     122.104      19.122      48.797
     174.220     122.071      19.149      48.797
     176.226     122.029      19.176      48.797
     178.231     121.999      19.204      48.797
     180.237     121.958      19.231      48.796
     182.242     121.918      19.258      48.796
     184.248     121.889      19.286      48.796
     186.254     121.851      19.313      48.796
     188.259     121.813      19.340      48.795
     190.265     121.776      19.368      48.795
     192.271     121.739      19.395      48.795
     194.277     121.704      19.422      48.794
     196.282     121.669      19.449      48.794
     198.288     121.634      19.477      48.794
     200.294     121.589      19.504      48.793
     202.300     121.556      19.531      48.793
     204.306     121.524      19.559      48.793
     206.311     121.482      19.586      48.792
     208.317     121.451      19.613      48.792
     210.323     121.410      19.640      48.792
     212.329     121.370      19.668      48.791
     214.335     121.341      19.695      48.791
     216.342     121.302      19.722      48.791
     218.348     121.264      19.750      48.790
     220.354     121.226      19.777      48.790
     222.360     121.189      19.804      48.789
     224.366     121.153      19.832      48.789
     226.372     121.118      19.859      48.789
     228.378     121.083      19.886      48.788
     230.385     121.049      19.913      48.788
     232.384     121.016      19.941      48.787
     234.390     120.972      19.968      48.787
     236.396     120.941      19.995      48.786
     238.403     120.898      20.023      48.786
     240.409     120.868      20.050      48.786
     242.416     120.827      20.077      48.785
     244.422     120.787      20.104      48.785
     246.429     120.759      20.132      48.784
     248.435     120.721      20.159      48.784
     250.435     120.683      20.186      48.783
     252.441     120.646      20.214      48.783
     254.448     120.609      20.241      48.782
     256.455     120.573      20.268      48.782
     258.462     120.539      20.295      48.781
     260.468     120.504      20.323      48.781
     262.468     120.460      20.350      48.780
     264.475     120.426      20.377      48.780
     266.482     120.394      20.405      48.779
     268.489     120.352      20.432      48.778
     270.496     120.321      20.459      48.778
     272.503     120.280      20.486      48.777
     274.503     120.251      20.514      48.777
     276.510     120.211      20.541      48.776
     278.517     120.172      20.568      48.776
     280.525     120.134      20.596      48.775
     282.525     120.097      20.623      48.775
     284.532     120.060      20.650      48.774
     286.539     120.024      20.677      48.773
     288.547     119.989      20.705      48.773
     290.547     119.954      20.732      48.772
     292.554     119.920      20.759      48.771
     294.562     119.887      20.787      48.771
     296.570     119.843      20.814      48.770
     298.570     119.812      20.841      48.770
     300.578     119.770      20.868      48.769
     302.586     119.739      20.896      48.768
     304.586     119.699      20.923      48.768
     306.594     119.670      20.950      48.767
     308.602     119.631      20.977      48.766
     310.610     119.592      21.005      48.766
     312.611     119.554      21.032      48.765
     314.619     119.517      21.059      48.764
     316.620     119.481      21.086      48.764
     318.628     119.445      21.114      48.763
     320.636     119.410      21.141      48.762
     322.637     119.376      21.168      48.761
     324.646     119.342      21.195      48.761
     326.654     119.298      21.223      48.760
     328.655     119.266      21.250      48.759
     330.664     119.235      21.277      48.758
     332.665     119.193      21.305      48.758
     334.674     119.152      21.332      48.757
     336.683     119.123      21.359      48.756
     338.684     119.084      21.386      48.755
     340.693     119.045      21.414      48.755
     342.695     119.006      21.441      48.754
     344.704     118.980      21.468      48.753
     346.705     118.943      21.495      48.752
     348.715     118.907      21.523      48.751
     350.716     118.872      21.550      48.751
     352.726     118.827      21.577      48.750
     354.728     118.792      21.604      48.749
     356.737     118.759      21.632      48.748
     358.739     118.727      21.659      48.747
     360.749     118.684      21.686      48.746
     362.751     118.653      21.713      48.746
     364.761     118.612      21.741      48.745
     366.763     118.582      21.768      48.744
     368.773     118.542      21.795      48.743
     370.776     118.503      21.822      48.742
     372.778     118.464      21.850      48.741
     374.788     118.427      21.877      48.740
     376.791     118.401      21.904      48.740
     378.801     118.365      21.931      48.739
     380.804     118.329      21.958      48.738
     382.807     118.283      21.986      48.737
     384.817     118.249      22.013      48.736
     386.820     118.215      22.040      48.735
     388.824     118.182      22.067      48.734
     390.834     118.139      22.095      48.733
     392.838     118.108      22.122      48.732
     394.841     118.066      22.149      48.731
     396.852     118.036      22.176      48.730
     398.855     117.996      22.204      48.729
     400.859     117.956      22.231      48.728
     402.863     117.928      22.258      48.727
     404.874     117.890      22.285      48.726
     406.878     117.853      22.312      48.725
     408.882     117.816      22.340      48.724
     410.886     117.780      22.367      48.723
     412.890     117.745      22.394      48.722
     414.901     117.710      22.421      48.721
     416.905     117.676      22.449      48.720
     418.910     117.632      22.476      48.719
     420.914     117.599      22.503      48.718
     422.919     117.568      22.530      48.717
     424.931     117.526      22.558      48.716
     426.935     117.495      22.585      48.715
      -2.237     127.286      16.746      48.812
      -0.231     127.258      16.773      48.812
       1.774     127.220      16.801      48.812
       3.779     127.183      16.828      48.813
       5.784     127.146      16.855      48.813
       7.789     127.110      16.882      48.813
       9.801     127.074      16.910      48.814
      11.806     127.029      16.937      48.814
      13.811     126.995      16.964      48.814
      15.816     126.962      16.992      48.814
      17.821     126.919      17.019      48.815
      19.826     126.887      17.046      48.815
      21.831     126.856      17.074      48.815
      23.835     126.814      17.101      48.815
      25.840     126.774      17.128      48.816
      27.845     126.745      17.156      48.816
      29.857     126.706      17.183      48.816
      31.862     126.667      17.210      48.816
      33.866     126.630      17.237      48.817
      35.871     126.592      17.265      48.817
      37.876     126.556      17.292      48.817
      39.880     126.520      17.319      48.817
      41.885     126.485      17.347      48.817
      43.897     126.451      17.374      48.818
      45.902     126.407      17.401      48.818
      47.906     126.374      17.429      48.818
      49.911     126.342      17.456      48.818
      51.915     126.299      17.483      48.818
      53.920     126.258      17.511      48.818
      55.925     126.228      17.538      48.818
      57.936     126.188      17.565      48.819
      59.941     126.148      17.593      48.819
      61.946     126.121      17.620      48.819
      63.950     126.082      17.647      48.819
      65.955     126.045      17.674      48.819
      67.959     126.008      17.702      48.819
      69.964     125.972      17.729      48.819
      71.976     125.937      17.757      48.819
      73.980     125.892      17.784      48.819
      75.984     125.858      17.811      48.819
      77.989     125.825      17.838      48.819
      79.993     125.781      17.866      48.819
      81.998     125.750      17.893      48.820
      84.010     125.718      17.920      48.820
      86.014     125.677      17.948      48.820
      88.019     125.637      17.975      48.820
      90.023     125.608      18.002      48.820
      92.028     125.569      18.030      48.820
      94.032     125.531      18.057      48.820
      96.036     125.493      18.084      48.820
      98.048     125.456      18.112      48.820
     100.053     125.420      18.139      48.820
     102.057     125.384      18.166      48.820
     104.062     125.349      18.194      48.820
     106.066     125.315      18.221      48.820
     108.070     125.271      18.248      48.820
     110.082     125.238      18.275      48.820
     112.087     125.206      18.303      48.820
     114.091     125.164      18.330      48.820
     116.096     125.122      18.357      48.819
     118.100     125.092      18.385      48.819
     120.105     125.052      18.412      48.819
     122.116     125.013      18.439      48.819
     124.121     124.985      18.467      48.819
     126.125     124.947      18.494      48.819
     128.130     124.910      18.521      48.819
     130.134     124.873      18.549      48.819
     132.139     124.838      18.576      48.819
     134.144     124.803      18.603      48.819
     136.155     124.757      18.631      48.819
     138.160     124.723      18.658      48.819
     140.164     124.690      18.685      48.818
     142.169     124.647      18.712      48.818
     144.174     124.615      18.740      48.818
     146.178     124.585      18.767      48.818
     148.190     124.543      18.795      48.818
     150.195     124.503      18.822      48.818
     152.199     124.474      18.849      48.818
     154.204     124.435      18.876      48.817
     156.209     124.397      18.904      48.817
     158.213     124.359      18.931      48.817
     160.218     124.322      18.958      48.817
     162.223     124.286      18.986      48.817
     164.235     124.250      19.013      48.816
     166.240     124.216      19.040      48.816
     168.244     124.182      19.068      48.816
     170.249     124.138      19.095      48.816
     172.254     124.105      19.122      48.815
     174.259     124.073      19.149      48.815
     176.263     124.031      19.177      48.815
     178.268     123.989      19.204      48.815
     180.273     123.960      19.231      48.814
     182.285     123.919      19.259      48.814
     184.290     123.880      19.286      48.814
     186.295     123.852      19.313      48.814
     188.300     123.815      19.341      48.813
     190.305     123.777      19.368      48.813
     192.310     123.741      19.395      48.813
     194.315     123.705      19.423      48.812
     196.320     123.670      19.450      48.812
     198.325     123.625      19.477      48.812
     200.330     123.591      19.504      48.811
     202.336     123.558      19.532      48.811
     204.341     123.515      19.559      48.811
     206.353     123.483      19.587      48.810
     208.359     123.453      19.614      48.810
     210.364     123.412      19.641      48.810
     212.369     123.371      19.668      48.809
     214.374     123.343      19.696      48.809
     216.380     123.304      19.723      48.809
     218.385     123.266      19.750      48.808
     220.390     123.228      19.778      48.808
     222.396     123.191      19.805      48.807
     224.401     123.155      19.832      48.807
     226.407     123.120      19.860      48.807
     228.412     123.085      19.887      48.806
     230.418     123.051      19.914      48.806
     232.424     123.007      19.941      48.805
     234.429     122.975      19.969      48.805
     236.435     122.943      19.996      48.805
     238.440     122.901      20.023      48.804
     240.446     122.870      20.051      48.804
     242.452     122.829      20.078      48.803
     244.458     122.790      20.105      48.803
     246.464     122.750      20.132      48.802
     248.469     122.723      20.160      48.802
     250.475     122.685      20.187      48.801
     252.481     122.648      20.214      48.801
     254.487     122.611      20.242      48.800
     256.493     122.576      20.269      48.800
     258.499     122.540      20.296      48.799
     260.506     122.495      20.324      48.799
     262.504     122.462      20.351      48.798
     264.511     122.429      20.378      48.798
     266.517     122.397      20.405      48.797
     268.523     122.354      20.433      48.797
     270.529     122.324      20.460      48.796
