CMDLINE /users/p6065/anaconda3/envs/supergeo/bin/python3.9 seqproc_test.py
MEM 259.855469 1669893120.7009
MEM 259.855469 1669893120.8012
MEM 259.855469 1669893120.9015
MEM 259.855469 1669893121.0017
MEM 259.855469 1669893121.1022
MEM 259.855469 1669893121.2027
MEM 259.855469 1669893121.3032
MEM 259.855469 1669893121.4038
MEM 259.855469 1669893121.5043
MEM 259.855469 1669893121.6049
MEM 259.855469 1669893121.7054
MEM 259.855469 1669893121.8059
MEM 259.855469 1669893121.9065
MEM 259.855469 1669893122.0070
MEM 259.855469 1669893122.1075
MEM 259.855469 1669893122.2081
MEM 259.855469 1669893122.3087
MEM 259.855469 1669893122.4092
MEM 259.855469 1669893122.5097
MEM 259.855469 1669893122.6103
MEM 259.855469 1669893122.7108
MEM 259.855469 1669893122.8114
MEM 259.855469 1669893122.9119
MEM 259.855469 1669893123.0124
MEM 259.855469 1669893123.1130
MEM 259.855469 1669893123.2136
MEM 259.855469 1669893123.3141
MEM 259.855469 1669893123.4147
MEM 259.855469 1669893123.5153
MEM 259.855469 1669893123.6158
MEM 259.855469 1669893123.7164
MEM 259.855469 1669893123.8167
MEM 259.855469 1669893123.9171
MEM 259.855469 1669893124.0174
MEM 259.855469 1669893124.1178
MEM 259.855469 1669893124.2181
MEM 259.855469 1669893124.3185
MEM 259.855469 1669893124.4188
MEM 259.855469 1669893124.5191
MEM 259.855469 1669893124.6193
MEM 259.855469 1669893124.7196
MEM 259.855469 1669893124.8198
MEM 259.855469 1669893124.9201
MEM 259.855469 1669893125.0204
MEM 259.855469 1669893125.1207
MEM 259.855469 1669893125.2210
MEM 259.855469 1669893125.3212
MEM 259.855469 1669893125.4214
MEM 259.855469 1669893125.5217
MEM 259.855469 1669893125.6219
MEM 259.855469 1669893125.7221
MEM 259.855469 1669893125.8224
MEM 259.855469 1669893125.9227
MEM 259.855469 1669893126.0229
MEM 259.855469 1669893126.1232
MEM 259.855469 1669893126.2235
MEM 259.855469 1669893126.3237
MEM 259.855469 1669893126.4239
MEM 259.855469 1669893126.5241
MEM 259.855469 1669893126.6244
MEM 259.855469 1669893126.7246
MEM 259.855469 1669893126.8248
MEM 259.855469 1669893126.9251
MEM 259.855469 1669893127.0254
MEM 259.855469 1669893127.1257
MEM 259.855469 1669893127.2260
MEM 259.855469 1669893127.3263
MEM 259.855469 1669893127.4265
MEM 259.855469 1669893127.5267
MEM 259.855469 1669893127.6269
MEM 259.855469 1669893127.7271
MEM 259.855469 1669893127.8274
MEM 259.855469 1669893127.9277
MEM 259.855469 1669893128.0280
MEM 259.855469 1669893128.1283
MEM 259.855469 1669893128.2286
MEM 259.855469 1669893128.3289
MEM 259.855469 1669893128.4291
MEM 259.855469 1669893128.5293
MEM 259.855469 1669893128.6295
MEM 259.855469 1669893128.7297
MEM 259.855469 1669893128.8299
MEM 259.855469 1669893128.9302
MEM 259.855469 1669893129.0304
MEM 259.855469 1669893129.1307
MEM 259.855469 1669893129.2310
MEM 259.855469 1669893129.3313
MEM 259.855469 1669893129.4316
MEM 259.855469 1669893129.5318
MEM 259.855469 1669893129.6320
MEM 259.855469 1669893129.7322
MEM 259.855469 1669893129.8325
MEM 259.855469 1669893129.9327
MEM 259.855469 1669893130.0330
MEM 259.855469 1669893130.1333
MEM 259.855469 1669893130.2336
MEM 259.855469 1669893130.3339
MEM 259.855469 1669893130.4341
MEM 259.855469 1669893130.5343
MEM 259.855469 1669893130.6345
MEM 259.855469 1669893130.7347
MEM 259.855469 1669893130.8349
MEM 259.855469 1669893130.9352
MEM 259.855469 1669893131.0355
MEM 259.855469 1669893131.1357
MEM 259.855469 1669893131.2360
MEM 259.855469 1669893131.3363
MEM 259.855469 1669893131.4365
MEM 259.855469 1669893131.5367
MEM 259.855469 1669893131.6369
MEM 259.855469 1669893131.7371
MEM 259.855469 1669893131.8373
MEM 259.855469 1669893131.9376
MEM 259.855469 1669893132.0381
MEM 259.855469 1669893132.1384
MEM 259.855469 1669893132.2387
MEM 259.855469 1669893132.3390
MEM 259.855469 1669893132.4392
MEM 259.855469 1669893132.5394
MEM 259.855469 1669893132.6397
MEM 259.855469 1669893132.7399
MEM 259.855469 1669893132.8401
MEM 259.855469 1669893132.9404
MEM 259.855469 1669893133.0407
MEM 259.855469 1669893133.1410
MEM 259.855469 1669893133.2413
MEM 259.855469 1669893133.3416
MEM 259.855469 1669893133.4419
MEM 259.855469 1669893133.5421
MEM 259.855469 1669893133.6423
MEM 259.855469 1669893133.7425
MEM 259.855469 1669893133.8427
MEM 259.855469 1669893133.9429
MEM 259.855469 1669893134.0433
MEM 259.855469 1669893134.1435
MEM 259.855469 1669893134.2441
MEM 259.855469 1669893134.3443
MEM 259.855469 1669893134.4446
MEM 259.855469 1669893134.5448
MEM 259.855469 1669893134.6451
MEM 259.855469 1669893134.7453
MEM 259.855469 1669893134.8455
MEM 259.855469 1669893134.9457
MEM 259.855469 1669893135.0460
MEM 259.855469 1669893135.1462
MEM 259.855469 1669893135.2465
MEM 259.855469 1669893135.3468
MEM 259.855469 1669893135.4471
MEM 259.855469 1669893135.5474
MEM 259.855469 1669893135.6476
MEM 259.855469 1669893135.7478
MEM 259.855469 1669893135.8480
MEM 259.855469 1669893135.9483
MEM 259.855469 1669893136.0486
MEM 259.855469 1669893136.1489
MEM 259.855469 1669893136.2491
MEM 259.855469 1669893136.3494
MEM 259.855469 1669893136.4497
MEM 259.855469 1669893136.5499
MEM 259.855469 1669893136.6501
MEM 259.855469 1669893136.7504
MEM 259.855469 1669893136.8506
MEM 259.855469 1669893136.9508
MEM 259.855469 1669893137.0511
MEM 259.855469 1669893137.1514
MEM 259.855469 1669893137.2517
MEM 259.855469 1669893137.3520
MEM 259.855469 1669893137.4523
MEM 259.855469 1669893137.5525
MEM 259.855469 1669893137.6527
MEM 259.855469 1669893137.7529
MEM 259.855469 1669893137.8531
MEM 259.855469 1669893137.9534
MEM 259.855469 1669893138.0537
MEM 259.855469 1669893138.1540
MEM 259.855469 1669893138.2543
MEM 259.855469 1669893138.3545
MEM 259.855469 1669893138.4548
MEM 259.855469 1669893138.5550
MEM 259.855469 1669893138.6553
MEM 259.855469 1669893138.7555
MEM 259.855469 1669893138.8557
MEM 259.855469 1669893138.9559
MEM 259.855469 1669893139.0562
MEM 259.855469 1669893139.1565
MEM 259.855469 1669893139.2567
MEM 259.855469 1669893139.3570
MEM 259.855469 1669893139.4573
MEM 259.855469 1669893139.5575
MEM 259.855469 1669893139.6578
MEM 259.855469 1669893139.7580
MEM 259.855469 1669893139.8582
MEM 259.855469 1669893139.9585
MEM 259.855469 1669893140.0587
MEM 259.855469 1669893140.1590
MEM 259.855469 1669893140.2593
MEM 259.855469 1669893140.3596
MEM 259.855469 1669893140.4599
MEM 259.855469 1669893140.5601
MEM 259.855469 1669893140.6603
MEM 259.855469 1669893140.7606
MEM 259.855469 1669893140.8608
MEM 259.855469 1669893140.9610
MEM 259.855469 1669893141.0613
MEM 259.855469 1669893141.1616
MEM 259.855469 1669893141.2619
MEM 259.855469 1669893141.3621
MEM 259.855469 1669893141.4624
MEM 259.855469 1669893141.5627
MEM 259.855469 1669893141.6629
MEM 259.855469 1669893141.7631
MEM 259.855469 1669893141.8633
MEM 259.855469 1669893141.9636
MEM 259.855469 1669893142.0639
MEM 259.855469 1669893142.1642
MEM 259.855469 1669893142.2645
MEM 259.855469 1669893142.3648
MEM 259.855469 1669893142.4650
MEM 259.855469 1669893142.5653
MEM 259.855469 1669893142.6655
MEM 259.855469 1669893142.7657
MEM 259.855469 1669893142.8659
MEM 259.855469 1669893142.9661
MEM 259.855469 1669893143.0664
MEM 259.855469 1669893143.1667
MEM 259.855469 1669893143.2670
MEM 259.855469 1669893143.3673
MEM 259.855469 1669893143.4676
MEM 259.855469 1669893143.5678
MEM 259.855469 1669893143.6680
MEM 259.855469 1669893143.7683
MEM 259.855469 1669893143.8685
MEM 259.855469 1669893143.9687
MEM 259.855469 1669893144.0689
MEM 259.855469 1669893144.1692
MEM 259.855469 1669893144.2695
MEM 259.855469 1669893144.3697
MEM 259.855469 1669893144.4700
MEM 259.855469 1669893144.5702
MEM 259.855469 1669893144.6704
MEM 259.855469 1669893144.7707
MEM 259.855469 1669893144.8709
MEM 259.855469 1669893144.9711
MEM 259.855469 1669893145.0716
MEM 259.855469 1669893145.1719
MEM 259.855469 1669893145.2722
MEM 259.855469 1669893145.3725
MEM 259.855469 1669893145.4727
MEM 259.855469 1669893145.5730
MEM 259.855469 1669893145.6732
MEM 259.855469 1669893145.7734
MEM 259.855469 1669893145.8737
MEM 259.855469 1669893145.9739
MEM 259.855469 1669893146.0742
MEM 259.855469 1669893146.1744
MEM 259.855469 1669893146.2747
MEM 259.855469 1669893146.3751
MEM 259.855469 1669893146.4753
MEM 259.855469 1669893146.5756
MEM 259.855469 1669893146.6758
MEM 259.855469 1669893146.7760
MEM 259.855469 1669893146.8763
MEM 259.855469 1669893146.9765
MEM 259.855469 1669893147.0768
MEM 259.855469 1669893147.1771
MEM 259.855469 1669893147.2774
MEM 259.855469 1669893147.3777
MEM 259.855469 1669893147.4780
MEM 259.855469 1669893147.5782
MEM 259.855469 1669893147.6784
MEM 259.855469 1669893147.7786
MEM 259.855469 1669893147.8789
MEM 259.855469 1669893147.9791
MEM 259.855469 1669893148.0793
MEM 259.855469 1669893148.1797
MEM 259.855469 1669893148.2799
MEM 259.855469 1669893148.3805
MEM 259.855469 1669893148.4810
MEM 259.855469 1669893148.5815
MEM 259.855469 1669893148.6819
MEM 259.855469 1669893148.7824
MEM 259.855469 1669893148.8827
MEM 259.855469 1669893148.9831
MEM 259.855469 1669893149.0834
MEM 259.855469 1669893149.1837
MEM 259.855469 1669893149.2839
MEM 259.855469 1669893149.3842
MEM 259.855469 1669893149.4844
MEM 259.855469 1669893149.5848
MEM 259.855469 1669893149.6850
MEM 259.855469 1669893149.7852
MEM 259.855469 1669893149.8854
MEM 259.855469 1669893149.9856
MEM 259.855469 1669893150.0859
MEM 259.855469 1669893150.1862
MEM 259.855469 1669893150.2864
MEM 259.855469 1669893150.3867
MEM 259.855469 1669893150.4870
MEM 259.855469 1669893150.5873
MEM 259.855469 1669893150.6875
MEM 259.855469 1669893150.7877
MEM 259.855469 1669893150.8879
MEM 259.855469 1669893150.9881
MEM 259.855469 1669893151.0883
MEM 259.855469 1669893151.1886
MEM 259.855469 1669893151.2889
MEM 259.855469 1669893151.3892
MEM 259.855469 1669893151.4895
MEM 259.855469 1669893151.5899
MEM 259.855469 1669893151.6901
MEM 259.855469 1669893151.7903
MEM 259.855469 1669893151.8906
MEM 259.855469 1669893151.9908
MEM 259.855469 1669893152.0910
MEM 259.855469 1669893152.1912
MEM 259.855469 1669893152.2914
MEM 259.855469 1669893152.3917
MEM 259.855469 1669893152.4919
MEM 259.855469 1669893152.5922
MEM 259.855469 1669893152.6925
MEM 259.855469 1669893152.7929
MEM 259.855469 1669893152.8932
MEM 259.855469 1669893152.9935
MEM 259.855469 1669893153.0937
MEM 259.855469 1669893153.1939
MEM 259.855469 1669893153.2941
MEM 259.855469 1669893153.3943
MEM 259.855469 1669893153.4945
MEM 259.855469 1669893153.5947
MEM 259.855469 1669893153.6949
MEM 259.855469 1669893153.7953
MEM 259.855469 1669893153.8955
MEM 259.855469 1669893153.9961
MEM 259.855469 1669893154.0965
MEM 259.855469 1669893154.1967
MEM 259.855469 1669893154.2969
MEM 259.855469 1669893154.3971
MEM 259.855469 1669893154.4973
MEM 259.855469 1669893154.5975
MEM 259.855469 1669893154.6977
MEM 259.855469 1669893154.7979
MEM 259.855469 1669893154.8981
MEM 259.855469 1669893154.9984
MEM 259.855469 1669893155.0986
MEM 259.855469 1669893155.1989
MEM 259.855469 1669893155.2992
MEM 259.855469 1669893155.3995
MEM 259.855469 1669893155.4997
MEM 259.855469 1669893155.5999
MEM 259.855469 1669893155.7001
MEM 259.855469 1669893155.8003
MEM 259.855469 1669893155.9006
MEM 259.855469 1669893156.0008
MEM 259.855469 1669893156.1011
MEM 259.855469 1669893156.2015
MEM 259.855469 1669893156.3019
MEM 259.855469 1669893156.4022
MEM 259.855469 1669893156.5027
MEM 259.855469 1669893156.6029
MEM 259.855469 1669893156.7031
MEM 259.855469 1669893156.8033
MEM 259.855469 1669893156.9035
MEM 259.855469 1669893157.0036
MEM 259.855469 1669893157.1039
MEM 259.855469 1669893157.2041
MEM 259.855469 1669893157.3046
MEM 259.855469 1669893157.4048
MEM 259.855469 1669893157.5051
MEM 259.855469 1669893157.6054
MEM 259.855469 1669893157.7056
MEM 259.855469 1669893157.8059
MEM 259.855469 1669893157.9062
MEM 259.855469 1669893158.0065
MEM 259.855469 1669893158.1067
MEM 259.855469 1669893158.2069
MEM 259.855469 1669893158.3071
MEM 259.855469 1669893158.4073
MEM 259.855469 1669893158.5075
MEM 259.855469 1669893158.6077
MEM 259.855469 1669893158.7080
MEM 259.855469 1669893158.8083
MEM 259.855469 1669893158.9088
MEM 259.855469 1669893159.0092
MEM 259.855469 1669893159.1097
MEM 259.855469 1669893159.2101
MEM 259.855469 1669893159.3104
MEM 259.855469 1669893159.4106
MEM 259.855469 1669893159.5108
MEM 259.855469 1669893159.6110
MEM 259.855469 1669893159.7112
MEM 259.855469 1669893159.8114
MEM 259.855469 1669893159.9116
MEM 259.855469 1669893160.0118
MEM 259.855469 1669893160.1121
MEM 259.855469 1669893160.2124
MEM 259.855469 1669893160.3127
MEM 259.855469 1669893160.4130
MEM 259.855469 1669893160.5133
MEM 259.855469 1669893160.6135
MEM 259.855469 1669893160.7137
MEM 259.855469 1669893160.8139
MEM 259.855469 1669893160.9141
MEM 259.855469 1669893161.0143
MEM 259.855469 1669893161.1146
MEM 259.855469 1669893161.2149
MEM 259.855469 1669893161.3152
MEM 259.855469 1669893161.4156
MEM 259.855469 1669893161.5159
MEM 259.855469 1669893161.6164
MEM 259.855469 1669893161.7166
MEM 259.855469 1669893161.8168
MEM 259.855469 1669893161.9171
MEM 259.855469 1669893162.0173
MEM 259.855469 1669893162.1175
MEM 259.855469 1669893162.2177
MEM 259.855469 1669893162.3179
MEM 259.855469 1669893162.4181
MEM 259.855469 1669893162.5183
MEM 259.855469 1669893162.6186
MEM 259.855469 1669893162.7189
MEM 259.855469 1669893162.8192
MEM 259.855469 1669893162.9194
MEM 259.855469 1669893163.0197
MEM 259.855469 1669893163.1199
MEM 259.855469 1669893163.2201
MEM 259.855469 1669893163.3204
MEM 259.855469 1669893163.4206
MEM 259.855469 1669893163.5208
MEM 259.855469 1669893163.6210
MEM 259.855469 1669893163.7213
MEM 259.855469 1669893163.8216
MEM 259.855469 1669893163.9219
MEM 259.855469 1669893164.0222
MEM 259.855469 1669893164.1225
MEM 259.855469 1669893164.2227
MEM 259.855469 1669893164.3229
MEM 259.855469 1669893164.4231
MEM 259.855469 1669893164.5233
MEM 259.855469 1669893164.6235
MEM 259.855469 1669893164.7238
MEM 259.855469 1669893164.8240
MEM 259.855469 1669893164.9244
MEM 259.855469 1669893165.0247
MEM 259.855469 1669893165.1250
MEM 259.855469 1669893165.2253
MEM 259.855469 1669893165.3256
MEM 259.855469 1669893165.4259
MEM 259.855469 1669893165.5262
MEM 259.855469 1669893165.6264
MEM 259.855469 1669893165.7266
MEM 259.855469 1669893165.8268
MEM 259.855469 1669893165.9270
MEM 259.855469 1669893166.0272
MEM 259.855469 1669893166.1275
MEM 259.855469 1669893166.2278
MEM 259.855469 1669893166.3281
MEM 259.855469 1669893166.4284
MEM 259.855469 1669893166.5288
MEM 259.855469 1669893166.6292
MEM 259.855469 1669893166.7295
MEM 259.855469 1669893166.8297
MEM 259.855469 1669893166.9299
MEM 259.855469 1669893167.0301
MEM 259.855469 1669893167.1303
MEM 259.855469 1669893167.2305
MEM 259.855469 1669893167.3307
MEM 259.855469 1669893167.4311
MEM 259.855469 1669893167.5313
MEM 259.855469 1669893167.6316
MEM 259.855469 1669893167.7321
MEM 259.855469 1669893167.8323
MEM 259.855469 1669893167.9326
MEM 259.855469 1669893168.0328
MEM 259.855469 1669893168.1331
MEM 259.855469 1669893168.2333
MEM 259.855469 1669893168.3335
MEM 259.855469 1669893168.4337
MEM 259.855469 1669893168.5339
MEM 259.855469 1669893168.6342
MEM 259.855469 1669893168.7344
MEM 259.855469 1669893168.8351
MEM 259.855469 1669893168.9354
MEM 259.855469 1669893169.0359
MEM 259.855469 1669893169.1365
MEM 259.855469 1669893169.2369
MEM 259.855469 1669893169.3372
MEM 259.859375 1669893169.4374
MEM 259.859375 1669893169.5376
MEM 259.859375 1669893169.6378
MEM 259.859375 1669893169.7380
MEM 259.859375 1669893169.8382
MEM 259.859375 1669893169.9384
MEM 259.859375 1669893170.0387
MEM 259.859375 1669893170.1390
MEM 259.859375 1669893170.2393
MEM 259.859375 1669893170.3397
MEM 259.859375 1669893170.4400
MEM 259.859375 1669893170.5402
MEM 259.859375 1669893170.6405
MEM 259.859375 1669893170.7407
MEM 259.859375 1669893170.8409
MEM 259.859375 1669893170.9411
MEM 259.859375 1669893171.0413
MEM 259.859375 1669893171.1415
MEM 259.859375 1669893171.2417
MEM 259.859375 1669893171.3421
MEM 259.859375 1669893171.4426
MEM 259.859375 1669893171.5429
MEM 259.859375 1669893171.6432
MEM 259.859375 1669893171.7438
MEM 259.859375 1669893171.8442
MEM 259.859375 1669893171.9445
MEM 259.859375 1669893172.0448
MEM 259.859375 1669893172.1450
MEM 259.859375 1669893172.2452
MEM 259.859375 1669893172.3454
MEM 259.859375 1669893172.4456
MEM 259.859375 1669893172.5458
MEM 259.859375 1669893172.6460
MEM 259.859375 1669893172.7463
MEM 259.859375 1669893172.8465
MEM 259.859375 1669893172.9467
MEM 259.859375 1669893173.0471
MEM 259.859375 1669893173.1474
MEM 259.859375 1669893173.2477
MEM 259.859375 1669893173.3481
MEM 259.859375 1669893173.4486
MEM 259.859375 1669893173.5490
MEM 259.859375 1669893173.6493
MEM 259.859375 1669893173.7495
MEM 259.859375 1669893173.8498
MEM 259.859375 1669893173.9500
MEM 259.859375 1669893174.0503
MEM 259.859375 1669893174.1505
MEM 259.859375 1669893174.2507
MEM 259.859375 1669893174.3509
MEM 259.859375 1669893174.4511
MEM 259.859375 1669893174.5513
MEM 259.859375 1669893174.6518
MEM 259.859375 1669893174.7521
MEM 259.859375 1669893174.8527
MEM 259.859375 1669893174.9529
MEM 259.859375 1669893175.0533
MEM 259.859375 1669893175.1537
MEM 259.859375 1669893175.2540
MEM 259.859375 1669893175.3542
MEM 259.859375 1669893175.4544
MEM 259.859375 1669893175.5545
MEM 259.859375 1669893175.6546
MEM 259.859375 1669893175.7548
MEM 259.859375 1669893175.8550
MEM 259.859375 1669893175.9553
MEM 259.859375 1669893176.0556
MEM 259.859375 1669893176.1559
MEM 259.859375 1669893176.2561
MEM 259.859375 1669893176.3564
MEM 259.859375 1669893176.4567
MEM 259.859375 1669893176.5570
MEM 259.859375 1669893176.6572
MEM 259.859375 1669893176.7574
MEM 259.859375 1669893176.8576
MEM 259.859375 1669893176.9578
MEM 259.859375 1669893177.0581
MEM 259.859375 1669893177.1586
MEM 259.859375 1669893177.2589
MEM 259.859375 1669893177.3595
MEM 259.859375 1669893177.4598
MEM 259.859375 1669893177.5601
MEM 259.859375 1669893177.6603
MEM 259.859375 1669893177.7605
MEM 259.859375 1669893177.8607
MEM 259.859375 1669893177.9609
MEM 259.859375 1669893178.0612
MEM 259.859375 1669893178.1616
MEM 259.859375 1669893178.2620
MEM 259.859375 1669893178.3624
MEM 259.859375 1669893178.4628
MEM 259.859375 1669893178.5633
MEM 259.859375 1669893178.6639
MEM 259.859375 1669893178.7645
MEM 259.859375 1669893178.8648
MEM 259.859375 1669893178.9653
MEM 259.859375 1669893179.0657
MEM 259.859375 1669893179.1660
MEM 259.859375 1669893179.2664
MEM 259.859375 1669893179.3668
MEM 259.859375 1669893179.4672
MEM 259.859375 1669893179.5676
MEM 259.859375 1669893179.6679
MEM 259.859375 1669893179.7681
MEM 259.859375 1669893179.8683
MEM 259.859375 1669893179.9686
MEM 259.859375 1669893180.0688
MEM 259.859375 1669893180.1690
MEM 259.859375 1669893180.2692
MEM 259.859375 1669893180.3693
MEM 259.859375 1669893180.4695
MEM 259.859375 1669893180.5696
MEM 259.859375 1669893180.6698
MEM 259.859375 1669893180.7700
MEM 259.859375 1669893180.8702
MEM 259.859375 1669893180.9704
MEM 259.859375 1669893181.0706
MEM 259.859375 1669893181.1708
MEM 259.859375 1669893181.2710
MEM 259.859375 1669893181.3712
MEM 259.859375 1669893181.4713
MEM 259.859375 1669893181.5715
MEM 259.859375 1669893181.6716
MEM 259.859375 1669893181.7718
MEM 259.859375 1669893181.8720
MEM 259.859375 1669893181.9722
MEM 259.859375 1669893182.0724
MEM 259.859375 1669893182.1726
MEM 259.859375 1669893182.2728
MEM 259.859375 1669893182.3730
MEM 259.859375 1669893182.4732
MEM 259.859375 1669893182.5734
MEM 259.859375 1669893182.6736
MEM 259.859375 1669893182.7738
MEM 259.859375 1669893182.8740
MEM 259.859375 1669893182.9742
MEM 259.859375 1669893183.0744
MEM 259.859375 1669893183.1746
MEM 259.859375 1669893183.2748
MEM 259.859375 1669893183.3749
MEM 259.859375 1669893183.4751
MEM 259.859375 1669893183.5753
MEM 259.859375 1669893183.6755
MEM 259.859375 1669893183.7756
MEM 259.859375 1669893183.8758
MEM 259.859375 1669893183.9760
MEM 259.859375 1669893184.0762
MEM 259.859375 1669893184.1764
MEM 259.859375 1669893184.2766
MEM 259.859375 1669893184.3768
MEM 259.859375 1669893184.4770
MEM 259.859375 1669893184.5772
MEM 259.859375 1669893184.6773
MEM 259.859375 1669893184.7775
MEM 259.859375 1669893184.8776
MEM 259.859375 1669893184.9778
MEM 259.859375 1669893185.0780
MEM 259.859375 1669893185.1782
MEM 259.859375 1669893185.2784
MEM 259.859375 1669893185.3786
MEM 259.859375 1669893185.4788
MEM 259.859375 1669893185.5790
MEM 259.859375 1669893185.6792
MEM 259.859375 1669893185.7794
MEM 259.859375 1669893185.8795
MEM 259.859375 1669893185.9796
MEM 259.859375 1669893186.0798
MEM 259.859375 1669893186.1800
MEM 259.859375 1669893186.2802
MEM 259.859375 1669893186.3804
MEM 259.859375 1669893186.4806
MEM 259.859375 1669893186.5807
MEM 259.859375 1669893186.6809
MEM 163.558594 1669893186.7812
